NIF;NOMBRE FONDO;NUMERO REGISTRO CNMV;GESTORA;DEPOSITARIO;AUDITOR
V88340096;  BANKINTER BONOS , FI ;5357; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V88342860;  MUTUAFONDO MIXTO DÓLAR, FI ;5353; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V88349535;  ANDBANK MEGATRENDS, FI ;5361; 1) ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.        ;BANCO INVERSIS, S.A.;DELOITTE, S.L.
V88369038;  EBN INMOBILIARIO USA, FIL ;71; 1) EBN CAPITAL, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;KPMG AUDITORES,S.L.
V88393426;  CAIXABANK MASTER RENTA VARIABLE JAPON ADVISED BY, FI ;5386; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V88393475;  CAIXABANK MASTER RENTA VARIABLE EMERGENTE ADVISED BY, FI ;5385; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V88393483;  CAIXABANK MASTER RENTA VARIABLE EUROPA, FI ;5376; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V88394358;  CAIXABANK MASTER RETORNO ABSOLUTO, FI ;5384; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V88394374;  CAIXABANK MASTER RENTA FIJA DEUDA PUBLICA -, FI ;5379; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V88394390;  CAIXABANK MASTER RENTA FIJA DEUDA PUBLICA - ADVISED BY, FI ;5387; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V88394424;  CAIXABANK MASTER GESTION ALTERNATIVA, FI ;5383; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V88395280;  CAIXABANK MASTER RENTA FIJA CORTO PLAZO, FI ;5378; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V88395520;  CAIXABANK MASTER RENTA VARIABLE USA ADVISED BY, FI ;5382; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V88395538;  CAIXABANK MASTER RENTA FIJA PRIVADA EURO, FI ;5380; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V88395561;  CAIXABANK MASTER RENTA FIJA ADVISED BY, FI ;5381; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V88400510;  CAIXABANK CAUTO DIVIDENDOS, FI ;5397; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V88404421;  BELGRAVIA VALUE STRATEGY, FI ;5392; 1) SINGULAR ASSET MANAGEMENT, SGIIC, S.A.U.        ;BANCO INVERSIS, S.A.        ;DELOITTE, S.L.
V88423546;  SANTANDER GESTION DINAMICA , FI ;5399; 1) SANTANDER ASSET MANAGEMENT, S.A., SGIIC        ;CACEIS BANK SPAIN S.A.;PricewaterhouseCoopers Auditores, S.L.
V88423611;  SANTANDER GESTION DINAMICA , FI ;5400; 1) SANTANDER ASSET MANAGEMENT, S.A., SGIIC        ;CACEIS BANK SPAIN S.A.;PricewaterhouseCoopers Auditores, S.L.
V88426226;  CAIXABANK DESTINO , FI ;5395; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V88431093;  ORFEO CAPITAL UNIVERSUM, FI ;5410; 1) ORFEO CAPITAL, SGIIC, S.A.        ;CREDIT SUISSE AG, SUCURSAL EN ESPAÑA;CAPITAL AUDITORS AND CONSULTANTS, S.L.
V88443205;  BANKINTER MEGATENDENCIAS, FI ;5408; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V88446810;  BEKA INTERNATIONAL SELECT EQUITIES, FI ;5411; 1) BEKA ASSET MANAGEMENT, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;BDO Auditores, S.L.P.
V88456744;  MUTUAFONDO COMPROMISO SOLIDARIO, FI ;5414; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V88493911;  ORFEO CAPITAL TALENTUM, FI ;5419; 1) ORFEO CAPITAL, SGIIC, S.A.        ;BANKINTER, S.A.        ;CAPITAL AUDITORS ANDCONSULTANTS SL
V88506159;  ALTERALIA REAL ESTATE DEBT, FIL ;77; 1) ALANTRA MULTI ASSET, SGIIC, S.A.        ;BANKINTER, S.A.        ;Deloitte, S.L.
V88543889;  SABADELL ECONOMÍA VERDE, FI ;5424; 1) SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Deloitte, S.L.
V88552039;  B&H DEUDA, FI ;5429; 1) BUY & HOLD CAPITAL, SGIIC, S.A.        ;CREDIT SUISSE AG, SUCURSAL EN ESPAÑA;ERNST & YOUNG SL
V88552138;  NYALA, FIL ;80; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V88570130;  ALLIANZ CONSERVADOR DINAMICO, FI ;5440; 1) INVERSIS GESTIÓN, S.A., SGIIC        ;BANCO INVERSIS, S.A.        ;DELOITTE, S.L.
V88573688;  ROLNIK FOCUS, FIL ;88; 1) ROLNIK CAPITAL OWNERS, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;BDOAuditores, SL
V88574652;  ROLNIK CONVICTION, FI ;5466; 1) ROLNIK CAPITAL OWNERS, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;BDOAuditores, SL
V88576954;  FONDONORTE GLOBAL DIVIDENDO, FI ;5503; 1) GESNORTE, S.A., S.G.I.I.C.        ;CACEIS BANK SPAIN S.A.        ;DELOITTE, S.L.
V88581061;  CAIXABANK SMART RENTA FIJA DEUDA PUBLICA -, FI ;5432; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V88600523;  SABADELL HORIZONTE , FI ;5443; 1) SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Deloitte, S.L.
V88612403;  LIBERBANK INCOME, FI ;5481; 1) UNIGEST, S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V88614524;  ARQUIA BANCA RF FLEXIBLE, FI ;5470; 1) ARQUIGEST, S.A., S.G.I.I.C.        ;ARQUIA BANK, S.A.        ;KPMG AUDITORES SL
V88626544;  CAIXABANK RENTA FIJA ENERO , FI ;5449; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V88635446;  MUTUAFONDO TRANSICION ENERGETICA, FI. ;5468; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V88647284;  PSN MULTIESTRATEGIA, FI ;5480; 1) GESIURIS ASSET MANAGEMENT, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;KPMG Auditores SL
V95001210;  GCO EUROBOLSA, FI ;1687; 1) GRUPO CATALANA OCCIDENTE GESTION DE ACTIVOS, S.A., SGIIC        ;BANCO BILBAOVIZCAYA ARGENTARIA, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V95024501;  CAJA INGENIEROS GLOBAL ISR, FI ;1833; 1) CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.        ;CAIXA DE CREDIT DELS ENGINYERS-CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO        ;DELOITTE & TOUCHE S.A.
V95044061;  GCO RENTA FIJA, FI ;1914; 1) GRUPO CATALANA OCCIDENTE GESTION DE ACTIVOS, S.A., SGIIC        ;BANCO BILBAOVIZCAYA ARGENTARIA, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V95044087;  GCO GLOBAL , FI ;1916; 1) GRUPO CATALANA OCCIDENTE GESTION DE ACTIVOS, S.A., SGIIC        ;BANCO BILBAOVIZCAYA ARGENTARIA, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V95067120;  KUTXABANK BOLSA JAPON, FI ;1990; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95067138;  KUTXABANK BOLSA EEUU, FI ;1992; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95067146;  KUTXABANK BOLSA EUROZONA, FI ;1991; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95077558;  KUTXABANK BOLSA EMERGENTES, FI ;2028; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95077574;  KUTXABANK BOLSA NUEVA ECONOMIA, FI ;2027; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95127718;  KUTXABANK TRANSITO, FI ;2359; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95160255;  KUTXABANK GESTION ACTIVA INVERSION, FI ;2445; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95163812;  KUTXABANK BOLSA SECTORIAL, FI ;2515; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95306122;  KUTXABANK BOLSA SMALL & MID CAPS EURO, FI ;2922; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95372504;  KUTXABANK FONDO SOLIDARIO, FI ;3217; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95374047;  KUTXABANK DIVIDENDO, FI ;3221; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95377206;  BANKOA SELECCIÓN FLEXIBLE ISR, FI ;3239; 1) ABANCA GESTION DE ACTIVOS, SGIIC, SA        ;CECABANK, S.A.        ;KPMGAuditores, S.L.
V95499695;  MARCH CARTERA MODERADA, FI ;3909; 1) MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.        ;BANCA MARCH, S.A.        ;Deloitte S.L.
V95499729;  MARCH CARTERA CONSERVADORA, FI ;3905; 1) MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.        ;BANCA MARCH, S.A.        ;Deloitte S.L.
V95597829;  KUTXABANK RF CARTERAS, FI ;4202; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95597837;  KUTXABANK / CARTERAS, FI ;4201; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95615092;  AMISTRA GLOBAL, FI ;4244; 1) AMISTRA, SGIIC, S.A.        ;BANCO INVERSIS, S.A.        ;BDO AUDITORES, S.L.
V95644183;  ACACIA BONOMIX FI ;4335; 1) ACACIA INVERSION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V95644191;  ACACIA REINVERPLUS EUROPA FI ;4336; 1) ACACIA INVERSION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L
V95644225;  ACACIA PREMIUM FI ;4337; 1) ACACIA INVERSION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores,S.L.
V95652905;  ACACIA RENTA DINAMICA, FI ;4376; 1) ACACIA INVERSION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES S.L.
V95833604;  ACACIA INVERMIX -, FI ;4983; 1) ACACIA INVERSION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V95833638;  ACACIA GLOBALMIX -, FI ;4984; 1) ACACIA INVERSION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V95993903;  KUTXABANK RF SELECCION CARTERAS, FI ;5463; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V95993911;  KUTXABANK BOLSA TENDENCIAS CARTERAS, FI ;5462; 1) KUTXABANK GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V96122734;  CAIXABANK FONDUXO, FI ;378; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL.
V96665328;  HORIZONTE GLOBAL,FI ;1178; 1) MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.        ;BANCA MARCH, S.A.        ;DELOITTE S.L.
V99003022;  IBERCAJA SMALL CAPS, FI ;2910; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L
V99113300;  IBERCAJA ESTRATEGIA DINÁMICA, FI ;3491; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L
V99114936;  IBERCAJA DOLAR, FI ;3498; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L. / Villalba, Envid y Cía. Auditores, S.L.P.
V99152050;  IBERCAJA EMERGING BONDS, FI ;3794; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L. / Villalba, Envid y Cía. Auditores, S.L.P.
V99185753;  IBERCAJA AHORRO RENTA FIJA, FI ;3932; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Ernst & Young, S. L.
V99198038;  IBERCAJA DEUDA CORPORATIVA , FI ;3966; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L.
V99210734;  IBERCAJA DIVIDENDO GLOBAL, FI ;4011; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Ernst & Young, S. L.
V99237638;  IBERCAJA OPORTUNIDAD RENTA FIJA, FI ;4103; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L. / Villalba, Envid y Cía. Auditores, S.L.P.
V99277048;  IBERCAJA RENTA FIJA , FI ;4209; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Ernst & Young, S.L.
V99309460;  IBERCAJA MEGATRENDS, FI ;4346; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Ernst & Young, S. L.
V99410565;  IBERCAJA ALL STAR, FI ;4760; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L
V99468829;  IBERCAJA GLOBAL BRANDS, FI ;5004; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Ernst & Young, S. L.
V99468837;  IBERCAJA EUROPA STAR, FI ;5007; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L
V99470445;  IBERCAJA RENTA FIJA , FI ;5017; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Ernst & Young, S. L.
V99523508;  IBERCAJA GESTIÓN EQUILIBRADA, FI ;5271; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L.
V99532442;  IBERCAJA CONFIANZA SOSTENIBLE, FI ;5308; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Ernst & Young, S.L.
V99544504;  IBERCAJA OBJETIVO , FI ;5348; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L.
V99553273;  IBERCAJA OBJETIVO , FI ;5405; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Ernst & Young, S. L.
V99553281;  IBERCAJA BP HIGH YIELD , FI ;5406; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Pricewaterhousecoopers S.L
V99563587;  IBERCAJA OBJETIVO , FI ;5430; 1) IBERCAJA GESTION, SGIIC, S.A.        ;CECABANK, S.A.        ;Ernst & Young, S. L.
